date,symbol,event,a,b,share_multiplier,reason,shares,lots,strike,reasons,assigned_lots,assigned_shares,assigned_market_value,cash_before,cash_after,nav,margin_utilization,total_assigned_stock_exposure,sector,sector_exposure,top_sector,top_sector_exposure,cash_liquidity,margin_liquidity,remaining_liquidity,entry_day,put_retries,pending_calls,position,cancelled_orders,action,pnl,per_share
2024-06-19,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-20,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-20,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-21,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-21,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-24,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-24,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-25,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-25,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-28,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-28,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-02,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-03,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-04,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-05,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-08,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-10,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-11,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-12,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-15,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-16,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-18,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-19,TECHM,corporate_action_value_adjustment,1.0,-28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-19,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-22,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-23,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-24,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-25,SHRIRAMFIN,covered_call_not_available,,,,calls_skipped_distance_cap,6300.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-25,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-25,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,2.0,,,,,
2024-07-26,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-26,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,1.0,,,,,
2024-07-29,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-30,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-31,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-01,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-02,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-05,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-06,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-07,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-08,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-09,BPCL,corporate_action_value_adjustment,1.0,-10.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-09,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-12,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-13,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-14,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-16,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-19,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-20,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-22,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-23,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-26,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-27,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,1.0,,,,,
2024-08-30,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-02,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-03,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-05,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-06,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-10,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-11,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-12,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-13,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-16,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-17,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-18,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-19,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-20,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-23,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-24,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-26,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-26,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,1.0,,,,,
2024-09-27,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-01,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-03,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-04,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-07,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-08,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-09,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-10,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-11,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-15,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-16,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-17,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-18,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-21,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-23,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-24,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-25,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-28,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-29,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-30,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-31,TATASTEEL,ASSIGNMENT_LIQUIDITY_WARNING,,,,,,,,stock_exceeds_cash_backed_capacity|negative_cash|liquidity_constraint_breached|simultaneous_assignments_over_concentrated,23.0,126500.0,18792840.0,55763731.415735796,35758270.530710794,62723511.8828308,0.7793550142937852,244419417.5,Metals & Mining,38002240.0,Automobile,67139985.0,-181695905.6171692,13839628.382830799,-181695905.6171692,,,,,,,,
2024-10-31,HINDALCO,ASSIGNMENT_LIQUIDITY_WARNING,,,,,,,,stock_exceeds_cash_backed_capacity|negative_cash|liquidity_constraint_breached|simultaneous_assignments_over_concentrated,20.0,28000.0,19209400.0,35758270.530710794,16077887.402710794,62723511.8828308,0.7793550142937852,244419417.5,Metals & Mining,38002240.0,Automobile,67139985.0,-181695905.6171692,13839628.382830799,-181695905.6171692,,,,,,,,
2024-10-31,BHARTIARTL,ASSIGNMENT_LIQUIDITY_WARNING,,,,,,,,stock_exceeds_cash_backed_capacity|negative_cash|liquidity_constraint_breached|simultaneous_assignments_over_concentrated,25.0,11875.0,19149625.0,16077887.402710794,-3476983.0777892065,62723511.8828308,0.7793550142937852,244419417.5,Telecommunication,19149625.0,Automobile,67139985.0,-181695905.6171692,13839628.382830799,-181695905.6171692,,,,,,,,
2024-10-31,MARUTI,ASSIGNMENT_LIQUIDITY_WARNING,,,,,,,,stock_exceeds_cash_backed_capacity|negative_cash|liquidity_constraint_breached|simultaneous_assignments_over_concentrated,31.0,1550.0,17168497.5,-3476983.0777892065,-23398350.488989208,62723511.8828308,0.7793550142937852,244419417.5,Automobile,67139985.0,Automobile,67139985.0,-181695905.6171692,13839628.382830799,-181695905.6171692,,,,,,,,
2024-10-31,BAJFINANCE,ASSIGNMENT_LIQUIDITY_WARNING,,,,,,,,stock_exceeds_cash_backed_capacity|negative_cash|liquidity_constraint_breached|simultaneous_assignments_over_concentrated,22.0,2750.0,18946812.5,-23398350.488989208,-43555681.677489206,62723511.8828308,0.7793550142937852,244419417.5,Financial Services,61019167.5,Automobile,67139985.0,-181695905.6171692,13839628.382830799,-181695905.6171692,,,,,,,,
2024-10-31,ULTRACEMCO,ASSIGNMENT_LIQUIDITY_WARNING,,,,,,,,stock_exceeds_cash_backed_capacity|negative_cash|liquidity_constraint_breached|simultaneous_assignments_over_concentrated,12.0,1200.0,13278780.0,-43555681.677489206,-57050801.53668921,62723511.8828308,0.7793550142937852,244419417.5,Construction Materials,13278780.0,Automobile,67139985.0,-181695905.6171692,13839628.382830799,-181695905.6171692,,,,,,,,
2024-10-31,AXISBANK,ASSIGNMENT_LIQUIDITY_WARNING,,,,,,,,stock_exceeds_cash_backed_capacity|negative_cash|liquidity_constraint_breached|simultaneous_assignments_over_concentrated,8.0,5000.0,5797750.0,-57050801.53668921,-63075408.616689205,62723511.8828308,0.7793550142937852,244419417.5,Financial Services,61019167.5,Automobile,67139985.0,-181695905.6171692,13839628.382830799,-181695905.6171692,,,,,,,,
2024-10-31,M&M,ASSIGNMENT_LIQUIDITY_WARNING,,,,,,,,stock_exceeds_cash_backed_capacity|negative_cash|liquidity_constraint_breached|simultaneous_assignments_over_concentrated,19.0,6650.0,18144857.5,-63075408.616689205,-83107227.1576892,62723511.8828308,0.7793550142937852,244419417.5,Automobile,67139985.0,Automobile,67139985.0,-181695905.6171692,13839628.382830799,-181695905.6171692,,,,,,,,
2024-10-31,POWERGRID,ASSIGNMENT_LIQUIDITY_WARNING,,,,,,,,stock_exceeds_cash_backed_capacity|negative_cash|liquidity_constraint_breached|simultaneous_assignments_over_concentrated,16.0,57600.0,18478080.0,-83107227.1576892,-102482363.5269692,62723511.8828308,0.7793550142937852,244419417.5,Power,18478080.0,Automobile,67139985.0,-181695905.6171692,13839628.382830799,-181695905.6171692,,,,,,,,
2024-10-31,BAJAJ-AUTO,ASSIGNMENT_LIQUIDITY_WARNING,,,,,,,,stock_exceeds_cash_backed_capacity|negative_cash|liquidity_constraint_breached|simultaneous_assignments_over_concentrated,22.0,1650.0,16229894.999999998,-102482363.5269692,-122363566.89096919,62723511.8828308,0.7793550142937852,244419417.5,Automobile,67139985.0,Automobile,67139985.0,-181695905.6171692,13839628.382830799,-181695905.6171692,,,,,,,,
2024-10-31,BAJAJFINSV,ASSIGNMENT_LIQUIDITY_WARNING,,,,,,,,stock_exceeds_cash_backed_capacity|negative_cash|liquidity_constraint_breached|simultaneous_assignments_over_concentrated,21.0,10500.0,18382875.0,-122363566.89096919,-142395385.4319692,62723511.8828308,0.7793550142937852,244419417.5,Financial Services,61019167.5,Automobile,67139985.0,-181695905.6171692,13839628.382830799,-181695905.6171692,,,,,,,,
2024-10-31,NESTLEIND,ASSIGNMENT_LIQUIDITY_WARNING,,,,,,,,stock_exceeds_cash_backed_capacity|negative_cash|liquidity_constraint_breached|simultaneous_assignments_over_concentrated,38.0,7600.0,17198420.0,-142395385.4319692,-162236424.7487692,62723511.8828308,0.7793550142937852,244419417.5,FMCG,17198420.0,Automobile,67139985.0,-181695905.6171692,13839628.382830799,-181695905.6171692,,,,,,,,
2024-10-31,SHRIRAMFIN,ASSIGNMENT_LIQUIDITY_WARNING,,,,,,,,stock_exceeds_cash_backed_capacity|negative_cash|liquidity_constraint_breached|simultaneous_assignments_over_concentrated,19.0,5700.0,17891730.0,-162236424.7487692,-181695905.6171692,62723511.8828308,0.7793550142937852,244419417.5,Financial Services,61019167.5,Automobile,67139985.0,-181695905.6171692,13839628.382830799,-181695905.6171692,,,,,,,,
2024-10-31,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-31,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,14.0,,,,,
2024-11-01,BAJAJFINSV,covered_call_leftover_shares,,,,"covered 4500, uncovered 6000",10500.0,9.0,1900.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,BAJFINANCE,covered_call_leftover_shares,,,,"covered 1625, uncovered 1125",2750.0,13.0,7300.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,HINDALCO,covered_call_leftover_shares,,,,"covered 5600, uncovered 22400",28000.0,4.0,730.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,MARUTI,covered_call_leftover_shares,,,,"covered 550, uncovered 1000",1550.0,11.0,12800.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,NESTLEIND,covered_call_leftover_shares,,,,"covered 400, uncovered 7200",7600.0,2.0,2600.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,POWERGRID,covered_call_leftover_shares,,,,"covered 39600, uncovered 18000",57600.0,22.0,340.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,SHRIRAMFIN,covered_call_leftover_shares,,,,"covered 1950, uncovered 3750",5700.0,13.0,3400.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,TATAMOTORS,covered_call_leftover_shares,,,,"covered 14300, uncovered 4400",18700.0,26.0,1050.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,TATASTEEL,covered_call_leftover_shares,,,,"covered 27500, uncovered 99000",126500.0,5.0,157.5,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,ULTRACEMCO,covered_call_fill_failed,,,,participation_or_margin,,12.0,11700.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,1.0,,,,,
2024-11-04,BAJAJFINSV,covered_call_topup,,,,"added 6000, covered 10500, uncovered 0",10500.0,12.0,1900.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-04,BAJFINANCE,covered_call_topup,,,,"added 1125, covered 2750, uncovered 0",2750.0,9.0,7300.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-04,HINDALCO,covered_call_topup,,,,"added 22400, covered 28000, uncovered 0",28000.0,16.0,730.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-04,MARUTI,covered_call_topup,,,,"added 1000, covered 1550, uncovered 0",1550.0,20.0,12800.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-04,NESTLEIND,covered_call_topup,,,,"added 4600, covered 5000, uncovered 2600",7600.0,23.0,2600.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-04,POWERGRID,covered_call_topup,,,,"added 18000, covered 57600, uncovered 0",57600.0,10.0,340.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-04,SHRIRAMFIN,covered_call_topup,,,,"added 3750, covered 5700, uncovered 0",5700.0,25.0,3400.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-04,TATAMOTORS,covered_call_topup,,,,"added 4400, covered 18700, uncovered 0",18700.0,8.0,1050.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-04,TATASTEEL,covered_call_topup,,,,"added 99000, covered 126500, uncovered 0",126500.0,18.0,157.5,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-04,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-04,,SKIP_NEW_PUT,,,,cash_liquidity,,,,,,,,,,,,,,,,,,,,True,0.0,0.0,,,,,
2024-11-05,NESTLEIND,covered_call_topup,,,,"added 1600, covered 6600, uncovered 1000",7600.0,8.0,2600.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-06,NESTLEIND,covered_call_topup,,,,"added 800, covered 7400, uncovered 200",7600.0,4.0,2600.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-06,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-07,SHRIRAMFIN,dividend,,,,,5700.0,,,,,,,,,,,,,,,,,,,,,,,,,,22.0
2024-11-07,NESTLEIND,covered_call_topup,,,,"added 200, covered 7600, uncovered 0",7600.0,1.0,2600.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-07,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-08,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-11,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-12,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-13,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-14,POWERGRID,dividend,,,,,57600.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2024-11-14,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-19,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-21,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-22,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
