trade_date,symbol,bhavcopy_symbol,isin,company
2017-09-29,DRREDDY,DRREDDY,INE089A01023,Dr. Reddy's Laboratories Ltd.
2017-09-29,EICHERMOT,EICHERMOT,INE066A01013,Eicher Motors Ltd.
2017-09-29,GAIL,GAIL,INE129A01019,
2017-09-29,HCLTECH,HCLTECH,INE860A01027,HCL Technologies Ltd.
2017-09-29,HDFC,HDFC,INE001A01036,
2017-09-29,HDFCBANK,HDFCBANK,INE040A01026,HDFC Bank Ltd.
2017-09-29,HEROMOTOCO,HEROMOTOCO,INE158A01026,
2017-09-29,HINDALCO,HINDALCO,INE038A01020,Hindalco Industries Ltd.
2017-09-29,HINDPETRO,HINDPETRO,INE094A01015,
2017-09-29,HINDUNILVR,HINDUNILVR,INE030A01027,Hindustan Unilever Ltd.
2017-09-29,IBULHSGFIN,IBULHSGFIN,INE148I01020,
2017-09-29,ICICIBANK,ICICIBANK,INE090A01021,ICICI Bank Ltd.
2017-09-29,INDUSINDBK,INDUSINDBK,INE095A01012,
2017-09-29,INFRATEL,INFRATEL,INE121J01017,
2017-09-29,INFY,INFY,INE009A01021,Infosys Ltd.
2017-09-29,IOC,IOC,INE242A01010,
2017-09-29,ITC,ITC,INE154A01025,ITC Ltd.
2017-09-29,KOTAKBANK,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Ltd.
2017-09-29,LT,LT,INE018A01030,Larsen & Toubro Ltd.
2017-09-29,LUPIN,LUPIN,INE326A01037,
2017-09-29,M&M,M&M,INE101A01026,Mahindra & Mahindra Ltd.
2017-09-29,MARUTI,MARUTI,INE585B01010,Maruti Suzuki India Ltd.
2017-09-29,NTPC,NTPC,INE733E01010,NTPC Ltd.
2017-09-29,ONGC,ONGC,INE213A01029,Oil & Natural Gas Corporation Ltd.
2017-09-29,POWERGRID,POWERGRID,INE752E01010,Power Grid Corporation of India Ltd.
2017-09-29,RELIANCE,RELIANCE,INE002A01018,Reliance Industries Ltd.
2017-09-29,SBIN,SBIN,INE062A01020,State Bank of India
2017-09-29,SUNPHARMA,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd.
2017-09-29,TATASTEEL,TATASTEEL,INE081A01012,Tata Steel Ltd.
2017-09-29,TCS,TCS,INE467B01029,Tata Consultancy Services Ltd.
2017-09-29,TECHM,TECHM,INE669C01036,Tech Mahindra Ltd.
2017-09-29,TMPV,TATAMOTORS,INE155A01022,Tata Motors Passenger Vehicles Ltd.
2017-09-29,ULTRACEMCO,ULTRACEMCO,INE481G01011,UltraTech Cement Ltd.
2017-09-29,UPL,UPL,INE628A01036,
2017-09-29,VEDL,VEDL,INE205A01025,
2017-09-29,WIPRO,WIPRO,INE075A01022,Wipro Ltd.
2017-09-29,YESBANK,YESBANK,INE528G01027,
2017-09-29,ZEEL,ZEEL,INE256A01028,
2017-10-03,ADANIPORTS,ADANIPORTS,INE742F01042,Adani Ports and Special Economic Zone Ltd.
2017-10-03,AMBUJACEM,AMBUJACEM,INE079A01024,
2017-10-03,ASIANPAINT,ASIANPAINT,INE021A01026,Asian Paints Ltd.
2017-10-03,AUROPHARMA,AUROPHARMA,INE406A01037,
2017-10-03,AXISBANK,AXISBANK,INE238A01034,Axis Bank Ltd.
2017-10-03,BAJAJ-AUTO,BAJAJ-AUTO,INE917I01010,Bajaj Auto Ltd.
2017-10-03,BAJFINANCE,BAJFINANCE,INE296A01024,Bajaj Finance Ltd.
2017-10-03,BHARTIARTL,BHARTIARTL,INE397D01024,Bharti Airtel Ltd.
2017-10-03,BOSCHLTD,BOSCHLTD,INE323A01026,
2017-10-03,BPCL,BPCL,INE029A01011,
2017-10-03,CIPLA,CIPLA,INE059A01026,Cipla Ltd.
2017-10-03,COALINDIA,COALINDIA,INE522F01014,Coal India Ltd.
2017-10-03,DRREDDY,DRREDDY,INE089A01023,Dr. Reddy's Laboratories Ltd.
2017-10-03,EICHERMOT,EICHERMOT,INE066A01013,Eicher Motors Ltd.
2017-10-03,GAIL,GAIL,INE129A01019,
2017-10-03,HCLTECH,HCLTECH,INE860A01027,HCL Technologies Ltd.
2017-10-03,HDFC,HDFC,INE001A01036,
2017-10-03,HDFCBANK,HDFCBANK,INE040A01026,HDFC Bank Ltd.
2017-10-03,HEROMOTOCO,HEROMOTOCO,INE158A01026,
2017-10-03,HINDALCO,HINDALCO,INE038A01020,Hindalco Industries Ltd.
2017-10-03,HINDPETRO,HINDPETRO,INE094A01015,
2017-10-03,HINDUNILVR,HINDUNILVR,INE030A01027,Hindustan Unilever Ltd.
2017-10-03,IBULHSGFIN,IBULHSGFIN,INE148I01020,
2017-10-03,ICICIBANK,ICICIBANK,INE090A01021,ICICI Bank Ltd.
2017-10-03,INDUSINDBK,INDUSINDBK,INE095A01012,
2017-10-03,INFRATEL,INFRATEL,INE121J01017,
2017-10-03,INFY,INFY,INE009A01021,Infosys Ltd.
2017-10-03,IOC,IOC,INE242A01010,
2017-10-03,ITC,ITC,INE154A01025,ITC Ltd.
2017-10-03,KOTAKBANK,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Ltd.
2017-10-03,LT,LT,INE018A01030,Larsen & Toubro Ltd.
2017-10-03,LUPIN,LUPIN,INE326A01037,
2017-10-03,M&M,M&M,INE101A01026,Mahindra & Mahindra Ltd.
2017-10-03,MARUTI,MARUTI,INE585B01010,Maruti Suzuki India Ltd.
2017-10-03,NTPC,NTPC,INE733E01010,NTPC Ltd.
2017-10-03,ONGC,ONGC,INE213A01029,Oil & Natural Gas Corporation Ltd.
2017-10-03,POWERGRID,POWERGRID,INE752E01010,Power Grid Corporation of India Ltd.
2017-10-03,RELIANCE,RELIANCE,INE002A01018,Reliance Industries Ltd.
2017-10-03,SBIN,SBIN,INE062A01020,State Bank of India
2017-10-03,SUNPHARMA,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd.
2017-10-03,TATASTEEL,TATASTEEL,INE081A01012,Tata Steel Ltd.
2017-10-03,TCS,TCS,INE467B01029,Tata Consultancy Services Ltd.
2017-10-03,TECHM,TECHM,INE669C01036,Tech Mahindra Ltd.
2017-10-03,TMPV,TATAMOTORS,INE155A01022,Tata Motors Passenger Vehicles Ltd.
2017-10-03,ULTRACEMCO,ULTRACEMCO,INE481G01011,UltraTech Cement Ltd.
2017-10-03,UPL,UPL,INE628A01036,
2017-10-03,VEDL,VEDL,INE205A01025,
2017-10-03,WIPRO,WIPRO,INE075A01022,Wipro Ltd.
2017-10-03,YESBANK,YESBANK,INE528G01027,
2017-10-03,ZEEL,ZEEL,INE256A01028,
2017-10-04,ADANIPORTS,ADANIPORTS,INE742F01042,Adani Ports and Special Economic Zone Ltd.
2017-10-04,AMBUJACEM,AMBUJACEM,INE079A01024,
2017-10-04,ASIANPAINT,ASIANPAINT,INE021A01026,Asian Paints Ltd.
2017-10-04,AUROPHARMA,AUROPHARMA,INE406A01037,
2017-10-04,AXISBANK,AXISBANK,INE238A01034,Axis Bank Ltd.
2017-10-04,BAJAJ-AUTO,BAJAJ-AUTO,INE917I01010,Bajaj Auto Ltd.
2017-10-04,BAJFINANCE,BAJFINANCE,INE296A01024,Bajaj Finance Ltd.
2017-10-04,BHARTIARTL,BHARTIARTL,INE397D01024,Bharti Airtel Ltd.
2017-10-04,BOSCHLTD,BOSCHLTD,INE323A01026,
2017-10-04,BPCL,BPCL,INE029A01011,
2017-10-04,CIPLA,CIPLA,INE059A01026,Cipla Ltd.
2017-10-04,COALINDIA,COALINDIA,INE522F01014,Coal India Ltd.
2017-10-04,DRREDDY,DRREDDY,INE089A01023,Dr. Reddy's Laboratories Ltd.
2017-10-04,EICHERMOT,EICHERMOT,INE066A01013,Eicher Motors Ltd.
2017-10-04,GAIL,GAIL,INE129A01019,
2017-10-04,HCLTECH,HCLTECH,INE860A01027,HCL Technologies Ltd.
2017-10-04,HDFC,HDFC,INE001A01036,
2017-10-04,HDFCBANK,HDFCBANK,INE040A01026,HDFC Bank Ltd.
2017-10-04,HEROMOTOCO,HEROMOTOCO,INE158A01026,
2017-10-04,HINDALCO,HINDALCO,INE038A01020,Hindalco Industries Ltd.
2017-10-04,HINDPETRO,HINDPETRO,INE094A01015,
2017-10-04,HINDUNILVR,HINDUNILVR,INE030A01027,Hindustan Unilever Ltd.
2017-10-04,IBULHSGFIN,IBULHSGFIN,INE148I01020,
2017-10-04,ICICIBANK,ICICIBANK,INE090A01021,ICICI Bank Ltd.
2017-10-04,INDUSINDBK,INDUSINDBK,INE095A01012,
2017-10-04,INFRATEL,INFRATEL,INE121J01017,
2017-10-04,INFY,INFY,INE009A01021,Infosys Ltd.
2017-10-04,IOC,IOC,INE242A01010,
2017-10-04,ITC,ITC,INE154A01025,ITC Ltd.
2017-10-04,KOTAKBANK,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Ltd.
2017-10-04,LT,LT,INE018A01030,Larsen & Toubro Ltd.
2017-10-04,LUPIN,LUPIN,INE326A01037,
2017-10-04,M&M,M&M,INE101A01026,Mahindra & Mahindra Ltd.
2017-10-04,MARUTI,MARUTI,INE585B01010,Maruti Suzuki India Ltd.
2017-10-04,NTPC,NTPC,INE733E01010,NTPC Ltd.
2017-10-04,ONGC,ONGC,INE213A01029,Oil & Natural Gas Corporation Ltd.
2017-10-04,POWERGRID,POWERGRID,INE752E01010,Power Grid Corporation of India Ltd.
2017-10-04,RELIANCE,RELIANCE,INE002A01018,Reliance Industries Ltd.
2017-10-04,SBIN,SBIN,INE062A01020,State Bank of India
2017-10-04,SUNPHARMA,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd.
2017-10-04,TATASTEEL,TATASTEEL,INE081A01012,Tata Steel Ltd.
2017-10-04,TCS,TCS,INE467B01029,Tata Consultancy Services Ltd.
2017-10-04,TECHM,TECHM,INE669C01036,Tech Mahindra Ltd.
2017-10-04,TMPV,TATAMOTORS,INE155A01022,Tata Motors Passenger Vehicles Ltd.
2017-10-04,ULTRACEMCO,ULTRACEMCO,INE481G01011,UltraTech Cement Ltd.
2017-10-04,UPL,UPL,INE628A01036,
2017-10-04,VEDL,VEDL,INE205A01025,
2017-10-04,WIPRO,WIPRO,INE075A01022,Wipro Ltd.
2017-10-04,YESBANK,YESBANK,INE528G01027,
2017-10-04,ZEEL,ZEEL,INE256A01028,
2017-10-05,ADANIPORTS,ADANIPORTS,INE742F01042,Adani Ports and Special Economic Zone Ltd.
2017-10-05,AMBUJACEM,AMBUJACEM,INE079A01024,
2017-10-05,ASIANPAINT,ASIANPAINT,INE021A01026,Asian Paints Ltd.
2017-10-05,AUROPHARMA,AUROPHARMA,INE406A01037,
2017-10-05,AXISBANK,AXISBANK,INE238A01034,Axis Bank Ltd.
2017-10-05,BAJAJ-AUTO,BAJAJ-AUTO,INE917I01010,Bajaj Auto Ltd.
2017-10-05,BAJFINANCE,BAJFINANCE,INE296A01024,Bajaj Finance Ltd.
2017-10-05,BHARTIARTL,BHARTIARTL,INE397D01024,Bharti Airtel Ltd.
2017-10-05,BOSCHLTD,BOSCHLTD,INE323A01026,
2017-10-05,BPCL,BPCL,INE029A01011,
2017-10-05,CIPLA,CIPLA,INE059A01026,Cipla Ltd.
2017-10-05,COALINDIA,COALINDIA,INE522F01014,Coal India Ltd.
2017-10-05,DRREDDY,DRREDDY,INE089A01023,Dr. Reddy's Laboratories Ltd.
2017-10-05,EICHERMOT,EICHERMOT,INE066A01013,Eicher Motors Ltd.
2017-10-05,GAIL,GAIL,INE129A01019,
2017-10-05,HCLTECH,HCLTECH,INE860A01027,HCL Technologies Ltd.
2017-10-05,HDFC,HDFC,INE001A01036,
2017-10-05,HDFCBANK,HDFCBANK,INE040A01026,HDFC Bank Ltd.
2017-10-05,HEROMOTOCO,HEROMOTOCO,INE158A01026,
2017-10-05,HINDALCO,HINDALCO,INE038A01020,Hindalco Industries Ltd.
2017-10-05,HINDPETRO,HINDPETRO,INE094A01015,
2017-10-05,HINDUNILVR,HINDUNILVR,INE030A01027,Hindustan Unilever Ltd.
2017-10-05,IBULHSGFIN,IBULHSGFIN,INE148I01020,
2017-10-05,ICICIBANK,ICICIBANK,INE090A01021,ICICI Bank Ltd.
2017-10-05,INDUSINDBK,INDUSINDBK,INE095A01012,
2017-10-05,INFRATEL,INFRATEL,INE121J01017,
2017-10-05,INFY,INFY,INE009A01021,Infosys Ltd.
2017-10-05,IOC,IOC,INE242A01010,
2017-10-05,ITC,ITC,INE154A01025,ITC Ltd.
2017-10-05,KOTAKBANK,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Ltd.
2017-10-05,LT,LT,INE018A01030,Larsen & Toubro Ltd.
2017-10-05,LUPIN,LUPIN,INE326A01037,
2017-10-05,M&M,M&M,INE101A01026,Mahindra & Mahindra Ltd.
2017-10-05,MARUTI,MARUTI,INE585B01010,Maruti Suzuki India Ltd.
2017-10-05,NTPC,NTPC,INE733E01010,NTPC Ltd.
2017-10-05,ONGC,ONGC,INE213A01029,Oil & Natural Gas Corporation Ltd.
2017-10-05,POWERGRID,POWERGRID,INE752E01010,Power Grid Corporation of India Ltd.
2017-10-05,RELIANCE,RELIANCE,INE002A01018,Reliance Industries Ltd.
2017-10-05,SBIN,SBIN,INE062A01020,State Bank of India
2017-10-05,SUNPHARMA,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd.
2017-10-05,TATASTEEL,TATASTEEL,INE081A01012,Tata Steel Ltd.
2017-10-05,TCS,TCS,INE467B01029,Tata Consultancy Services Ltd.
2017-10-05,TECHM,TECHM,INE669C01036,Tech Mahindra Ltd.
2017-10-05,TMPV,TATAMOTORS,INE155A01022,Tata Motors Passenger Vehicles Ltd.
2017-10-05,ULTRACEMCO,ULTRACEMCO,INE481G01011,UltraTech Cement Ltd.
2017-10-05,UPL,UPL,INE628A01036,
2017-10-05,VEDL,VEDL,INE205A01025,
2017-10-05,WIPRO,WIPRO,INE075A01022,Wipro Ltd.
2017-10-05,YESBANK,YESBANK,INE528G01027,
2017-10-05,ZEEL,ZEEL,INE256A01028,
2017-10-06,ADANIPORTS,ADANIPORTS,INE742F01042,Adani Ports and Special Economic Zone Ltd.
2017-10-06,AMBUJACEM,AMBUJACEM,INE079A01024,
2017-10-06,ASIANPAINT,ASIANPAINT,INE021A01026,Asian Paints Ltd.
2017-10-06,AUROPHARMA,AUROPHARMA,INE406A01037,
2017-10-06,AXISBANK,AXISBANK,INE238A01034,Axis Bank Ltd.
2017-10-06,BAJAJ-AUTO,BAJAJ-AUTO,INE917I01010,Bajaj Auto Ltd.
2017-10-06,BAJFINANCE,BAJFINANCE,INE296A01024,Bajaj Finance Ltd.
2017-10-06,BHARTIARTL,BHARTIARTL,INE397D01024,Bharti Airtel Ltd.
2017-10-06,BOSCHLTD,BOSCHLTD,INE323A01026,
2017-10-06,BPCL,BPCL,INE029A01011,
2017-10-06,CIPLA,CIPLA,INE059A01026,Cipla Ltd.
2017-10-06,COALINDIA,COALINDIA,INE522F01014,Coal India Ltd.
2017-10-06,DRREDDY,DRREDDY,INE089A01023,Dr. Reddy's Laboratories Ltd.
2017-10-06,EICHERMOT,EICHERMOT,INE066A01013,Eicher Motors Ltd.
2017-10-06,GAIL,GAIL,INE129A01019,
2017-10-06,HCLTECH,HCLTECH,INE860A01027,HCL Technologies Ltd.
2017-10-06,HDFC,HDFC,INE001A01036,
2017-10-06,HDFCBANK,HDFCBANK,INE040A01026,HDFC Bank Ltd.
2017-10-06,HEROMOTOCO,HEROMOTOCO,INE158A01026,
2017-10-06,HINDALCO,HINDALCO,INE038A01020,Hindalco Industries Ltd.
2017-10-06,HINDPETRO,HINDPETRO,INE094A01015,
2017-10-06,HINDUNILVR,HINDUNILVR,INE030A01027,Hindustan Unilever Ltd.
2017-10-06,IBULHSGFIN,IBULHSGFIN,INE148I01020,
2017-10-06,ICICIBANK,ICICIBANK,INE090A01021,ICICI Bank Ltd.
2017-10-06,INDUSINDBK,INDUSINDBK,INE095A01012,
2017-10-06,INFRATEL,INFRATEL,INE121J01017,
2017-10-06,INFY,INFY,INE009A01021,Infosys Ltd.
2017-10-06,IOC,IOC,INE242A01010,
2017-10-06,ITC,ITC,INE154A01025,ITC Ltd.
2017-10-06,KOTAKBANK,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Ltd.
2017-10-06,LT,LT,INE018A01030,Larsen & Toubro Ltd.
2017-10-06,LUPIN,LUPIN,INE326A01037,
2017-10-06,M&M,M&M,INE101A01026,Mahindra & Mahindra Ltd.
2017-10-06,MARUTI,MARUTI,INE585B01010,Maruti Suzuki India Ltd.
2017-10-06,NTPC,NTPC,INE733E01010,NTPC Ltd.
2017-10-06,ONGC,ONGC,INE213A01029,Oil & Natural Gas Corporation Ltd.
2017-10-06,POWERGRID,POWERGRID,INE752E01010,Power Grid Corporation of India Ltd.
2017-10-06,RELIANCE,RELIANCE,INE002A01018,Reliance Industries Ltd.
2017-10-06,SBIN,SBIN,INE062A01020,State Bank of India
2017-10-06,SUNPHARMA,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd.
2017-10-06,TATASTEEL,TATASTEEL,INE081A01012,Tata Steel Ltd.
2017-10-06,TCS,TCS,INE467B01029,Tata Consultancy Services Ltd.
2017-10-06,TECHM,TECHM,INE669C01036,Tech Mahindra Ltd.
2017-10-06,TMPV,TATAMOTORS,INE155A01022,Tata Motors Passenger Vehicles Ltd.
2017-10-06,ULTRACEMCO,ULTRACEMCO,INE481G01011,UltraTech Cement Ltd.
2017-10-06,UPL,UPL,INE628A01036,
2017-10-06,VEDL,VEDL,INE205A01025,
2017-10-06,WIPRO,WIPRO,INE075A01022,Wipro Ltd.
2017-10-06,YESBANK,YESBANK,INE528G01027,
2017-10-06,ZEEL,ZEEL,INE256A01028,
2017-10-09,ADANIPORTS,ADANIPORTS,INE742F01042,Adani Ports and Special Economic Zone Ltd.
2017-10-09,AMBUJACEM,AMBUJACEM,INE079A01024,
2017-10-09,ASIANPAINT,ASIANPAINT,INE021A01026,Asian Paints Ltd.
2017-10-09,AUROPHARMA,AUROPHARMA,INE406A01037,
2017-10-09,AXISBANK,AXISBANK,INE238A01034,Axis Bank Ltd.
2017-10-09,BAJAJ-AUTO,BAJAJ-AUTO,INE917I01010,Bajaj Auto Ltd.
2017-10-09,BAJFINANCE,BAJFINANCE,INE296A01024,Bajaj Finance Ltd.
2017-10-09,BHARTIARTL,BHARTIARTL,INE397D01024,Bharti Airtel Ltd.
2017-10-09,BOSCHLTD,BOSCHLTD,INE323A01026,
2017-10-09,BPCL,BPCL,INE029A01011,
2017-10-09,CIPLA,CIPLA,INE059A01026,Cipla Ltd.
2017-10-09,COALINDIA,COALINDIA,INE522F01014,Coal India Ltd.
2017-10-09,DRREDDY,DRREDDY,INE089A01023,Dr. Reddy's Laboratories Ltd.
2017-10-09,EICHERMOT,EICHERMOT,INE066A01013,Eicher Motors Ltd.
2017-10-09,GAIL,GAIL,INE129A01019,
2017-10-09,HCLTECH,HCLTECH,INE860A01027,HCL Technologies Ltd.
2017-10-09,HDFC,HDFC,INE001A01036,
2017-10-09,HDFCBANK,HDFCBANK,INE040A01026,HDFC Bank Ltd.
2017-10-09,HEROMOTOCO,HEROMOTOCO,INE158A01026,
2017-10-09,HINDALCO,HINDALCO,INE038A01020,Hindalco Industries Ltd.
2017-10-09,HINDPETRO,HINDPETRO,INE094A01015,
2017-10-09,HINDUNILVR,HINDUNILVR,INE030A01027,Hindustan Unilever Ltd.
2017-10-09,IBULHSGFIN,IBULHSGFIN,INE148I01020,
2017-10-09,ICICIBANK,ICICIBANK,INE090A01021,ICICI Bank Ltd.
2017-10-09,INDUSINDBK,INDUSINDBK,INE095A01012,
2017-10-09,INFRATEL,INFRATEL,INE121J01017,
2017-10-09,INFY,INFY,INE009A01021,Infosys Ltd.
2017-10-09,IOC,IOC,INE242A01010,
2017-10-09,ITC,ITC,INE154A01025,ITC Ltd.
2017-10-09,KOTAKBANK,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Ltd.
2017-10-09,LT,LT,INE018A01030,Larsen & Toubro Ltd.
2017-10-09,LUPIN,LUPIN,INE326A01037,
2017-10-09,M&M,M&M,INE101A01026,Mahindra & Mahindra Ltd.
2017-10-09,MARUTI,MARUTI,INE585B01010,Maruti Suzuki India Ltd.
2017-10-09,NTPC,NTPC,INE733E01010,NTPC Ltd.
2017-10-09,ONGC,ONGC,INE213A01029,Oil & Natural Gas Corporation Ltd.
2017-10-09,POWERGRID,POWERGRID,INE752E01010,Power Grid Corporation of India Ltd.
2017-10-09,RELIANCE,RELIANCE,INE002A01018,Reliance Industries Ltd.
2017-10-09,SBIN,SBIN,INE062A01020,State Bank of India
2017-10-09,SUNPHARMA,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd.
2017-10-09,TATASTEEL,TATASTEEL,INE081A01012,Tata Steel Ltd.
2017-10-09,TCS,TCS,INE467B01029,Tata Consultancy Services Ltd.
2017-10-09,TECHM,TECHM,INE669C01036,Tech Mahindra Ltd.
2017-10-09,TMPV,TATAMOTORS,INE155A01022,Tata Motors Passenger Vehicles Ltd.
2017-10-09,ULTRACEMCO,ULTRACEMCO,INE481G01011,UltraTech Cement Ltd.
2017-10-09,UPL,UPL,INE628A01036,
2017-10-09,VEDL,VEDL,INE205A01025,
2017-10-09,WIPRO,WIPRO,INE075A01022,Wipro Ltd.
2017-10-09,YESBANK,YESBANK,INE528G01027,
2017-10-09,ZEEL,ZEEL,INE256A01028,
2017-10-10,ADANIPORTS,ADANIPORTS,INE742F01042,Adani Ports and Special Economic Zone Ltd.
2017-10-10,AMBUJACEM,AMBUJACEM,INE079A01024,
2017-10-10,ASIANPAINT,ASIANPAINT,INE021A01026,Asian Paints Ltd.
2017-10-10,AUROPHARMA,AUROPHARMA,INE406A01037,
2017-10-10,AXISBANK,AXISBANK,INE238A01034,Axis Bank Ltd.
2017-10-10,BAJAJ-AUTO,BAJAJ-AUTO,INE917I01010,Bajaj Auto Ltd.
2017-10-10,BAJFINANCE,BAJFINANCE,INE296A01024,Bajaj Finance Ltd.
2017-10-10,BHARTIARTL,BHARTIARTL,INE397D01024,Bharti Airtel Ltd.
2017-10-10,BOSCHLTD,BOSCHLTD,INE323A01026,
2017-10-10,BPCL,BPCL,INE029A01011,
2017-10-10,CIPLA,CIPLA,INE059A01026,Cipla Ltd.
2017-10-10,COALINDIA,COALINDIA,INE522F01014,Coal India Ltd.
2017-10-10,DRREDDY,DRREDDY,INE089A01023,Dr. Reddy's Laboratories Ltd.
2017-10-10,EICHERMOT,EICHERMOT,INE066A01013,Eicher Motors Ltd.
2017-10-10,GAIL,GAIL,INE129A01019,
2017-10-10,HCLTECH,HCLTECH,INE860A01027,HCL Technologies Ltd.
2017-10-10,HDFC,HDFC,INE001A01036,
2017-10-10,HDFCBANK,HDFCBANK,INE040A01026,HDFC Bank Ltd.
2017-10-10,HEROMOTOCO,HEROMOTOCO,INE158A01026,
2017-10-10,HINDALCO,HINDALCO,INE038A01020,Hindalco Industries Ltd.
2017-10-10,HINDPETRO,HINDPETRO,INE094A01015,
2017-10-10,HINDUNILVR,HINDUNILVR,INE030A01027,Hindustan Unilever Ltd.
2017-10-10,IBULHSGFIN,IBULHSGFIN,INE148I01020,
2017-10-10,ICICIBANK,ICICIBANK,INE090A01021,ICICI Bank Ltd.
2017-10-10,INDUSINDBK,INDUSINDBK,INE095A01012,
2017-10-10,INFRATEL,INFRATEL,INE121J01017,
2017-10-10,INFY,INFY,INE009A01021,Infosys Ltd.
2017-10-10,IOC,IOC,INE242A01010,
2017-10-10,ITC,ITC,INE154A01025,ITC Ltd.
2017-10-10,KOTAKBANK,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Ltd.
2017-10-10,LT,LT,INE018A01030,Larsen & Toubro Ltd.
2017-10-10,LUPIN,LUPIN,INE326A01037,
2017-10-10,M&M,M&M,INE101A01026,Mahindra & Mahindra Ltd.
2017-10-10,MARUTI,MARUTI,INE585B01010,Maruti Suzuki India Ltd.
2017-10-10,NTPC,NTPC,INE733E01010,NTPC Ltd.
2017-10-10,ONGC,ONGC,INE213A01029,Oil & Natural Gas Corporation Ltd.
2017-10-10,POWERGRID,POWERGRID,INE752E01010,Power Grid Corporation of India Ltd.
2017-10-10,RELIANCE,RELIANCE,INE002A01018,Reliance Industries Ltd.
2017-10-10,SBIN,SBIN,INE062A01020,State Bank of India
2017-10-10,SUNPHARMA,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd.
2017-10-10,TATASTEEL,TATASTEEL,INE081A01012,Tata Steel Ltd.
2017-10-10,TCS,TCS,INE467B01029,Tata Consultancy Services Ltd.
2017-10-10,TECHM,TECHM,INE669C01036,Tech Mahindra Ltd.
2017-10-10,TMPV,TATAMOTORS,INE155A01022,Tata Motors Passenger Vehicles Ltd.
2017-10-10,ULTRACEMCO,ULTRACEMCO,INE481G01011,UltraTech Cement Ltd.
2017-10-10,UPL,UPL,INE628A01036,
2017-10-10,VEDL,VEDL,INE205A01025,
2017-10-10,WIPRO,WIPRO,INE075A01022,Wipro Ltd.
2017-10-10,YESBANK,YESBANK,INE528G01027,
2017-10-10,ZEEL,ZEEL,INE256A01028,
2017-10-11,ADANIPORTS,ADANIPORTS,INE742F01042,Adani Ports and Special Economic Zone Ltd.
2017-10-11,AMBUJACEM,AMBUJACEM,INE079A01024,
2017-10-11,ASIANPAINT,ASIANPAINT,INE021A01026,Asian Paints Ltd.
2017-10-11,AUROPHARMA,AUROPHARMA,INE406A01037,
2017-10-11,AXISBANK,AXISBANK,INE238A01034,Axis Bank Ltd.
2017-10-11,BAJAJ-AUTO,BAJAJ-AUTO,INE917I01010,Bajaj Auto Ltd.
2017-10-11,BAJFINANCE,BAJFINANCE,INE296A01024,Bajaj Finance Ltd.
2017-10-11,BHARTIARTL,BHARTIARTL,INE397D01024,Bharti Airtel Ltd.
2017-10-11,BOSCHLTD,BOSCHLTD,INE323A01026,
2017-10-11,BPCL,BPCL,INE029A01011,
2017-10-11,CIPLA,CIPLA,INE059A01026,Cipla Ltd.
2017-10-11,COALINDIA,COALINDIA,INE522F01014,Coal India Ltd.
2017-10-11,DRREDDY,DRREDDY,INE089A01023,Dr. Reddy's Laboratories Ltd.
2017-10-11,EICHERMOT,EICHERMOT,INE066A01013,Eicher Motors Ltd.
2017-10-11,GAIL,GAIL,INE129A01019,
2017-10-11,HCLTECH,HCLTECH,INE860A01027,HCL Technologies Ltd.
2017-10-11,HDFC,HDFC,INE001A01036,
2017-10-11,HDFCBANK,HDFCBANK,INE040A01026,HDFC Bank Ltd.
2017-10-11,HEROMOTOCO,HEROMOTOCO,INE158A01026,
2017-10-11,HINDALCO,HINDALCO,INE038A01020,Hindalco Industries Ltd.
2017-10-11,HINDPETRO,HINDPETRO,INE094A01015,
2017-10-11,HINDUNILVR,HINDUNILVR,INE030A01027,Hindustan Unilever Ltd.
2017-10-11,IBULHSGFIN,IBULHSGFIN,INE148I01020,
2017-10-11,ICICIBANK,ICICIBANK,INE090A01021,ICICI Bank Ltd.
2017-10-11,INDUSINDBK,INDUSINDBK,INE095A01012,
2017-10-11,INFRATEL,INFRATEL,INE121J01017,
2017-10-11,INFY,INFY,INE009A01021,Infosys Ltd.
2017-10-11,IOC,IOC,INE242A01010,
2017-10-11,ITC,ITC,INE154A01025,ITC Ltd.
2017-10-11,KOTAKBANK,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Ltd.
2017-10-11,LT,LT,INE018A01030,Larsen & Toubro Ltd.
2017-10-11,LUPIN,LUPIN,INE326A01037,
2017-10-11,M&M,M&M,INE101A01026,Mahindra & Mahindra Ltd.
2017-10-11,MARUTI,MARUTI,INE585B01010,Maruti Suzuki India Ltd.
