,ranked_L1,ranked_L2,ranked_L3,ranked_L4,ranked_L5,NIFTY 50 TRI B&H,Equal-weight top-20
2022-03,0.01780135735555044,0.0317516347791269,0.039383249186271785,0.04010595217429169,0.03696746338803836,0.03995899475883147,0.002157555406967049
2022-04,0.0017201188255575595,0.0026985983520591006,-0.010343943140819545,-0.025078322769577444,-0.03592603786084081,-0.020358195312232596,-0.008341584916601308
2022-05,-0.005944170505952195,-0.019879723319762843,-0.03481304491038917,-0.05187836852605754,-0.06277651950267804,-0.026361840110733725,-0.006661552715276131
2022-06,-0.016754680720905246,-0.042504288529036205,-0.05212548776965176,-0.05975700218876634,-0.06961740906645553,-0.04713103292832077,-0.017038506981831625
2022-07,0.04547703050216123,0.09991935559941245,0.13860446219287814,0.1373572902988336,0.16349281090806578,0.08908739919041331,0.009283924913605412
2022-08,0.024557548096972415,0.047153113818395154,0.06195006663227387,0.07418189067879966,0.07648471125627787,0.037159680967875586,0.04006707624588013
2022-09,-0.004422147146623812,-0.012614732658538852,-0.0009448903123276953,-0.015501196318272736,-0.011165764305480663,-0.03744232952088655,-0.005301028117655759
2022-10,0.015690736566358332,0.026373882165787288,0.024620622701925665,0.04151018744192192,0.04262740826773981,0.05484370543102868,0.016547491694630434
2022-11,0.019581857874189756,0.03055101864205967,0.023569958803550728,0.02151276070072905,0.02017390944465869,0.04177048974958697,0.024023626917945906
2022-12,-0.0037671119436476497,-0.017031423122337297,-0.022300884646225372,-0.021715415473279487,-0.03309832764993115,-0.03481594265436905,-0.02460071363632166
2023-01,-0.0008870360699760882,-0.005747232418092163,-0.015363894614930262,-0.036643694411298,-0.04262762509203488,-0.024326559263582404,-0.014501279821314328
2023-02,-0.0015112948286321037,-0.006803517261427583,-0.0252532142247075,0.0021691831012313756,0.01802708696318378,-0.01952313211040757,0.005781670788037596
2023-03,0.0038943716252597405,-0.0008767451318997255,-0.009596863529714006,0.00600520877521693,-0.005332163050538852,0.003239694938984128,0.004223083320362031
2023-04,0.021783320327953604,0.03241633680701206,0.03413776334799934,0.05591828374436347,0.06344279809512665,0.041037660798715736,0.0069752790927912756
2023-05,0.018921693307537568,0.03243405394643961,0.0522355069232181,0.043714187847009756,0.04961679912649197,0.02868578849800718,0.039975438930209606
2023-06,0.018257472595695434,0.031989122194787,0.041767709809118925,0.05154251013345723,0.050179021836093574,0.03704008952805582,0.02215749970046388
2023-07,0.01366536140099961,0.024428531733198033,0.0331670628490508,0.037510883389006766,0.04040231636647218,0.03032040670500158,0.03550184021470715
2023-08,0.004351030192327077,0.00220661951861878,0.004114277627631058,0.0007889179351319164,-0.012827764669240627,-0.023060535592172027,-0.008784857014932368
2023-09,0.01498845521581016,0.03159553343359667,0.047387170933638645,0.040129595858204636,0.0545903789926665,0.019970088947143694,0.007475308941160996
2023-10,0.003464304087003489,0.0009576412046348182,0.006548305955542233,0.015931542706220325,0.021127354670823273,-0.0274373892876818,0.0053925454297365505
2023-11,0.011844588651791055,0.022277985244872678,0.035445927795880516,0.04245327774645058,0.03265377354489396,0.055965301513062116,0.004800294447430131
2023-12,0.012109249269069089,0.0228694890692811,0.029261075780235846,0.026455589298328475,0.035516959886969124,0.07938284340633328,0.06527229451049177
2024-01,0.004902277784235132,0.004906852986602095,0.008424063243259061,0.009728274374924961,-0.00331453467721865,0.00017724094716808914,0.017686581407680535
2024-02,0.004317650298621967,-0.005292619868674242,-0.005722756868901668,-0.0051193011120151954,-0.01695573451370702,0.013170488412656667,0.024200489119741153
2024-03,0.017055255906130995,0.03389508448143541,0.05053013742826207,0.05447584802648375,0.048103548941514696,0.01566675164746889,-0.0014853470812057346
2024-04,0.01032621121737698,0.021299558164538546,0.011548413564634874,0.026471227342443227,0.030353542893219787,0.01244948235674248,0.012243137380421487
2024-05,0.006854876173491453,0.01953520519397145,0.013484762471044576,0.009296212030520001,0.010587253622779347,0.00028518701386337497,0.010263118090774626
2024-06,0.02344221132411506,0.0366213430632929,0.053470532291441275,0.053136993325531456,0.08051735734644971,0.06769412874520464,0.01711430410302639
2024-07,0.01785569882205107,0.03010628355046796,0.03600825688049025,0.04641333169296291,0.05430214805641631,0.03996492882780567,0.0468237978603836
2024-08,0.01361042690033587,0.02050899608920398,0.025043534320395633,0.032291910166351245,0.036879771123146776,0.01358920634164762,0.02054274048117022
2024-09,0.011291284373622812,0.014427609667101438,0.01666968758065046,0.016593195565568042,0.013599766487199183,0.022782717188981838,0.025590763244980108
2024-10,-0.04004513063579751,-0.10229237770634048,-0.13845527585379447,-0.17566015084164022,-0.21320713854337636,-0.06117857634083168,-0.08943865749883351
2024-11,-0.001133654043428911,-0.0010354628610751426,0.0029454195196350064,-0.0023237452467878006,0.0006271391810355187,-0.0025665019234865083,0.003054786881692806
2024-12,-0.006477019101205905,-0.003770532843256791,-0.0210257721066075,-0.03439704155208867,-0.04161149282653942,-0.020152557971527596,0.0024716116359309037
2025-01,-0.0018691057755224616,-0.016524489375210782,-0.013614831481704504,-0.04635218991781631,-0.051808883967424224,-0.004487456824299185,-0.01128919909950754
2025-02,-0.015999539475351265,-0.029974697206731515,-0.06328582755144363,-0.06593605921444401,-0.08691057465759888,-0.05785043206742335,-0.028993194744884043
2025-03,0.051283387378240564,0.07536979076757055,0.07478776055537795,0.07974504623095813,0.09270209813985453,0.06310306259356024,0.021734424762362092
2025-04,0.008760209828404308,0.016134280427225756,0.047714422885484664,0.03812499246069945,0.04035718474715577,0.034825903290002236,0.029215522985551523
2025-05,0.015563584980792244,0.04130571887127532,0.029831933241522224,0.027004489534473652,0.027303520186804597,0.019231771195871827,0.027391196219383573
2025-06,0.020315327216726464,0.029740227329966062,0.0348412601181578,0.033066895945716546,0.03623645406857623,0.03366880789776183,0.022150131515294325
2025-07,-0.011208488191291055,-0.02556876535081498,-0.027839081267583943,-0.03121924498466555,-0.03188187845204271,-0.027695296268812175,-0.028699532508308367
2025-08,-0.004212480461520229,-0.01296567168131546,-0.018924737204316644,-0.012443824989694208,-0.027107830489082385,-0.012106931102336849,-0.012662402628490055
2025-09,0.01562978227877121,0.01904391194652999,0.023986905023859917,0.01595593270639384,0.024985808842174162,0.007728349995913764,0.01928743524523835
2025-10,0.019154914481013252,0.03916302325428189,0.04167750977903961,0.031266936909710275,0.05071425146425579,0.046168568393223586,0.007560504208484087
2025-11,0.009231981460895433,0.018798353452321503,0.009672242021177224,0.01059049565592507,0.0023833223811358106,0.019206678966217527,0.018722687086489387
2025-12,0.008771856719467674,0.015643304623811805,0.029528668196931118,0.028751774647214123,0.02912450910631481,-0.0027978970644645385,0.012180987837309587
2026-01,-0.0055019975143486555,-0.03834420925995852,-0.03348853290436615,-0.02840744287290775,-0.03300599720490205,-0.030374069973343354,0.012695819381852269
2026-02,0.004163117277881323,0.00598237167463056,-9.96361670584367e-05,0.012505912626604276,-0.011957519051135068,-0.0051170945726441985,-0.007142286497586969
2026-03,-0.02495439811893463,-0.06867908478408358,-0.06109962450195883,-0.049974092346083965,-0.049082570505947554,-0.11301595233144301,-0.03082423656817368
2026-04,0.02453154533830415,0.06808288127567841,0.07644209566737992,0.07471402130202232,0.07833438474256127,0.07485775698007724,6.843533795763967e-05
2026-05,0.00543875858590015,0.022159104444675837,0.01924019951295608,0.01208356751890105,0.002093339288063989,-0.017198712916173697,0.018295363140508947
2026-06,-0.0029677115585943215,-0.004309865355782705,-0.017869325963672633,-0.03521131237183672,-0.04577891256276834,0.016686243271948342,-0.011324298697863444
