,rank>2,rank>1.5,rank>1,rank>0.5
2022-07,0.0423354083540457,0.004367759748776567,0.03410131018183149,0.030412336343883073
2022-08,0.031665226714286954,0.013394174157407956,0.02474004088557713,0.022309273172181232
2022-09,-0.00998073726097748,-0.035409352955915074,-0.02996308203381859,-0.03195222565132383
2022-10,0.05596508410315071,0.04710004043432381,0.048724353569931766,0.0473549424743005
2022-11,0.049151950510625264,0.057399885063714295,0.05793035609528019,0.058043433201856676
2022-12,-0.03489235681983571,-0.05308421689384524,-0.04223035823898169,-0.04252178482939084
2023-01,0.03533008894156153,0.03477178836214545,0.029457932074756332,0.028630608062459206
2023-02,-0.00438158377704323,-0.032821360860471716,-0.03832061846027801,-0.03831624051032001
2023-03,-0.002386469512259848,0.01081304244727388,-0.007661100055628811,-0.007472045498823299
2023-04,-0.02205793529489819,0.014781332921785184,-0.015030705648577891,-0.014223530999357026
2023-05,0.05744205460167451,0.07304140282660287,0.07969341474416769,0.0804782075205337
2023-06,0.029669877888639506,0.04501195891032794,0.03617577055572996,0.0364538920148374
2023-07,0.01563673812330091,0.013295506906466636,0.00707800529932312,0.007655447359264933
2023-08,0.04749125030629964,0.03651695320010395,0.03695382312645368,0.03679187092127045
2023-09,0.01970438191344659,0.01978265430349846,0.017494073965365953,0.01680087666090202
2023-10,-0.016094040649610952,-0.017364693065706982,-0.020527763576875024,-0.022631728063710055
2023-11,0.04182722276938744,0.05150253642250635,0.07003266619295179,0.07233310384539826
2023-12,0.05065147732475772,0.047411302066770356,0.05272070375715843,0.05319291753421318
2024-01,0.04364351925073828,0.044288966127961515,0.04023581006953991,0.040711637116765065
2024-02,-0.014664401946480665,-0.014427050441783495,-0.014695369852343876,-0.01337814721865871
2024-03,0.0275868920684339,0.023786671159438555,0.027031843129497135,0.02603982518134229
2024-04,0.0551384295269719,0.054476746890480765,0.057620600984372716,0.056084442223098385
2024-05,0.011181363461661764,0.016892453250538342,0.01859833711226444,0.018003521181193527
2024-06,0.06616935383178357,0.07467487970740616,0.07209180510524726,0.08079745561331264
2024-07,0.05616838058988072,0.059335836581521306,0.06217646845982183,0.06074547274921871
2024-08,0.04395626379314144,0.043101212926232035,0.040892980950018476,0.04163237939753239
2024-09,0.014991981810744903,0.019022389510833904,0.020668373386096617,0.02051245655518419
2024-10,-0.222302171301495,-0.22166803665055634,-0.22021614805957535,-0.21941852142489127
2024-11,-0.059325173641512574,-0.05688104526048998,-0.05609515749841176,-0.05581493154604755
2024-12,-0.09310262334912511,-0.08695236551323426,-0.09043942264570481,-0.09271507914449173
2025-01,0.07265908579771296,0.0799966181242131,0.07230796908173454,0.06620599442660313
2025-02,-0.14514551264020015,-0.1495769534760385,-0.1551350832136449,-0.15412482230451985
2025-03,0.21565688164875962,0.20941349143785515,0.22818736895133496,0.23019543565978173
2025-04,0.004928238886862113,-0.004080847199032789,0.004937111121816162,0.009917078588138173
2025-05,0.09177174066008864,0.0923975217580244,0.08955343598962329,0.09049938904842136
2025-06,0.08863167740444333,0.09029192034806899,0.08748333013777798,0.08679280388247634
2025-07,-0.04868773566911322,-0.05012293330927686,-0.048982755334763595,-0.04818988797988122
2025-08,0.03804284912470535,0.03750537665668596,0.036853743054699795,0.037838302069567176
2025-09,0.015969372293044737,0.015260877440745668,0.015213422817398792,0.015336951999279202
2025-10,0.03410351671708778,0.034761684849971,0.034814503852694134,0.03447811959170899
2025-11,-0.006433679507526824,-0.006764832135488397,-0.005558783358052155,-0.004504447419481639
2025-12,0.03482127086427789,0.03521359339131713,0.03436764608108578,0.03485475419140016
2026-01,-0.00129196955163835,-0.0031106986718163476,-0.0021882538822479702,-0.0012246558968751486
2026-02,-0.004745893745617957,-0.00516126199198097,-0.0029542705850169604,-0.005560281821215374
2026-03,-0.052700207196306414,-0.054270403017704916,-0.052286456911375234,-0.051506706715997996
2026-04,0.09404003176002784,0.09551059945937057,0.09319842040817927,0.09288135622324512
2026-05,0.017679635137051397,0.016520352919372927,0.021847374732090863,0.02374529425745231
2026-06,-0.059683363413288615,-0.06287169274974402,-0.06541008283791361,-0.06417987751551701
