symbol,cycle_id,cycle_status,end,shares_assigned,shares_ca_delta,shares_called_away,shares_sold,shares_held_at_end,ledger_shares_open,call_covered_at_end,uncovered_at_end,max_uncovered_at_call,residual_after_call_away,status
BAJFINANCE,409,completed,2025-01-30,1125,0,1125,0,0,0,0,0,0,0,FLAT
AXISBANK,412,completed,2025-10-28,6875,0,6875,0,0,0,0,0,3750,0,FLAT
NTPC,415,open,,1500,0,0,0,1500,1500,0,1500,0,0,OPEN_AT_END
DRREDDY,418,completed,2026-04-28,5625,0,5625,0,0,0,0,0,3750,0,FLAT
ADANIPORTS,419,completed,2025-03-27,400,0,400,0,0,0,0,0,0,0,FLAT
BEL,421,completed,2025-03-27,8550,0,8550,0,0,0,0,0,0,0,FLAT
BHARTIARTL,435,completed,2025-10-28,4275,0,4275,0,0,0,0,0,0,0,FLAT
SHRIRAMFIN,438,completed,2025-10-28,11550,0,11550,0,0,0,0,0,0,0,FLAT
TITAN,441,completed,2025-08-28,175,0,175,0,0,0,0,0,0,0,FLAT
HINDALCO,448,completed,2025-12-30,10500,0,10500,0,0,0,0,0,0,0,FLAT
TATASTEEL,450,completed,2026-01-27,44000,0,44000,0,0,0,0,0,0,0,FLAT
JSWSTEEL,455,completed,2026-01-27,7425,0,7425,0,0,0,0,0,0,0,FLAT
GRASIM,458,completed,2025-12-30,1500,0,1500,0,0,0,0,0,0,0,FLAT
ASIANPAINT,461,open,,3000,0,0,0,3000,3000,0,3000,2000,0,OPEN_AT_END
HINDALCO,469,completed,2026-04-28,9100,0,9100,0,0,0,0,0,0,0,FLAT
TATASTEEL,480,completed,2026-04-28,38500,0,38500,0,0,0,0,0,0,0,FLAT
MAXHEALTH,483,completed,2026-06-30,5250,0,5250,0,0,0,0,0,3150,0,FLAT
TITAN,484,completed,2026-04-28,350,0,350,0,0,0,0,0,0,0,FLAT
COALINDIA,493,open,,18900,0,0,0,18900,18900,0,18900,0,0,OPEN_AT_END
TMPV,498,open,,23200,0,0,0,23200,23200,0,23200,0,0,OPEN_AT_END
EICHERMOT,503,open,,1200,0,0,0,1200,1200,0,1200,0,0,OPEN_AT_END
BAJAJ-AUTO,504,open,,825,0,0,0,825,825,0,825,0,0,OPEN_AT_END
