,rank>2,rank>1.5,rank>1,rank>0.5
2022-05,-0.11756251156454245,-0.12847119098725746,-0.1450050427356545,0.00333398630136994
2022-06,-0.23467398192062283,-0.28342651800719487,-0.32087888603277526,0.0038593972602740667
2022-07,0.20798292907461535,0.2475108948518363,0.19794633855982235,0.0032231507579505436
2022-08,0.07984630224801514,0.08482314828192372,0.04733523846745258,0.018474569184246503
2022-09,-0.06520823942730603,-0.10005497855746648,-0.1569237449437555,-0.019961729920299764
2022-10,0.0945862059999325,0.12034882088800991,0.17074178969791665,0.04252415718914904
2022-11,0.08006431137895054,0.11053604674471962,0.15820347247646804,0.01533329767961189
2022-12,-0.04660618407624595,-0.0577167304876226,-0.0777226911950124,-0.005010192256984403
2023-01,0.03535505451526766,0.01722766504577211,0.03145219912787778,0.011238460889090085
2023-02,-0.06075229835269347,-0.1399225440370706,-0.1696373318107296,0.010126210423393456
2023-03,-0.020947572143052096,-0.03705163277359691,-0.038637914661339035,0.0051346054794521034
2023-04,-0.01735293123385806,0.043448715894957246,0.004124215650314289,0.006215911643835614
2023-05,0.09792370244627491,0.1421100766260981,0.16728167954845508,0.008632859832852446
2023-06,0.0913838705971548,0.11213386334229414,0.11065556378898278,0.018032765700344733
2023-07,0.0564732611931269,0.06996338218093379,0.07287972810340348,0.005929924383561547
2023-08,0.06084312213891119,0.06771366058553907,0.07991845535385744,0.005341899315068455
2023-09,0.06125114471797932,0.03776375126948195,0.04798327114491574,0.007784776574141894
2023-10,-0.053279599799965216,-0.07175368845736751,-0.08893220174909544,0.005994888767123285
2023-11,0.10492020601937457,0.11143664136661058,0.1397653173323099,0.005477067123287549
2023-12,0.0831591308877857,0.09033807683256234,0.10811261026869112,0.011635551314919557
2024-01,0.006887268002684133,0.05334458274204734,0.05833412421559392,0.005905627397260194
2024-02,-0.030625363214475843,-0.021550968911073,-0.01781365073712604,0.005914460273972688
2024-03,0.053026170365696235,0.03549713826695089,0.02770808248967338,0.005587167808219107
2024-04,0.025064280742483902,0.04547751854193116,0.043317874519650745,0.00524510058546146
2024-05,-0.03354402471411477,-0.017931936673471705,-0.019780674473342863,0.0205025540483752
2024-06,0.1198603721997169,0.11586915710974588,0.15107522221190872,0.014495922575719078
2024-07,0.0949119142297532,0.07876296119386361,0.09180434727785247,0.03399922348013518
2024-08,0.05620375424639179,0.06355468564524647,0.07353328874801224,0.02865600084083364
2024-09,0.005117298011369398,0.007027127214003004,0.005383847049026169,-0.034600263747038174
2024-10,-0.24960598754071617,-0.2590868344374355,-0.3081423290362906,-0.16286297411072537
2024-11,-0.05261480427276144,-0.09919303037153582,-0.09298918635450015,-0.04157736405346124
2024-12,-0.15375671515282074,-0.14569709266968744,-0.10423817560911741,-0.05180226102012464
2025-01,-0.031439370920255505,0.01068143382046527,0.03186408709631916,0.024026753329168926
2025-02,-0.0036262967950565494,-0.04520378810355219,-0.09341617809992708,-0.12256275136012007
2025-03,0.2808958740350149,0.2330069639580714,0.18543235106433498,0.08318722835987091
2025-04,-0.08995439645969705,-0.01440959415950649,-0.03402504757907676,0.03980527751295537
2025-05,0.19231816465783713,0.10547368086818576,0.1196405352531631,0.10564120263971688
2025-06,0.0533073408579936,0.05940560202134293,0.07654875568194908,0.017429049738315605
2025-07,-0.010287490124891718,-0.012485435497347819,-0.03182288046918713,0.0006412508633704128
2025-08,0.029668406119509383,0.012782085949220257,0.014421685442139065,0.004571310958904062
2025-09,0.009924749869623106,0.00843199169158515,-0.004806531586147633,0.004644122739726031
2025-10,-0.002923138180220608,0.018723207521193608,0.059971850549964234,0.004517876712328617
2025-11,0.011326718205445285,0.03099071177824375,0.042387443951706905,0.004930199999999996
2025-12,0.060698161391428584,0.05525150242982724,0.04986497068885498,0.0036725082095900863
2026-01,0.013820376724782646,-0.004876860732071608,-0.017366437443648408,0.021524999678280476
2026-02,-0.04585335514803279,-0.04123523115671912,-0.05906259561786564,0.025769801532142145
2026-03,-0.13578516506982097,-0.13904977022368603,-0.10779897488155588,-0.13601092893183142
2026-04,0.1559554544313526,0.17826575903238573,0.14381316364764607,0.07339142888201589
2026-05,-0.0046455874394825125,-0.005981796041091503,-0.004668885949547064,0.01357945384466297
2026-06,-0.029137363472587108,-0.04379102468848717,-0.07636223866357339,0.058429689891446035
