date,ranked_L1,ranked_L2,ranked_L3,ranked_L4,ranked_L5,NIFTY 50 TRI B&H,Equal-weight top-20
2020-01-30,-0.0023785893687018334,-0.005848784800255968,-0.011242914872438448,-0.01468966508841607,-0.018319476847397098,-0.026238218422605875,-0.026165703275712993
2020-01-31,-0.005654528733690878,-0.01171996053756108,-0.021188088312302567,-0.027212487872301794,-0.03415774225495205,-0.032201633281688125,-0.03338210873846448
2020-02-03,-0.007891242426104061,-0.01590882201673971,-0.028398987726156677,-0.03636236257643688,-0.04524812891355212,-0.05276751789139744,-0.029528535677936563
2020-02-04,-0.004346750396547416,-0.008815623522957838,-0.01561101338645099,-0.020059603327177933,-0.024494072961835145,-0.030779659141212834,-0.026246136846005852
2020-02-05,-0.001607321834928177,-0.003048251633269383,-0.004825294985799311,-0.006372127139584904,-0.006758658430616404,-0.02191984377305567,-0.027828923761037405
2020-02-06,-0.0014966812995282908,-0.0029670058681671163,-0.005060158588081731,-0.006553964335075491,-0.0069557653143592635,-0.017974398701490313,-0.025904568859102195
2020-02-07,-0.00042173543650891876,-0.0012119473142429005,-0.0022909031319370277,-0.003026651766560806,-0.002892331289336858,-0.021175137413309786,-0.0259176834443009
2020-02-10,-0.0031916081283618336,-0.007137915102117143,-0.013342492542123052,-0.017209469741410466,-0.021296594173811245,-0.0265869392799174,-0.02544467371068937
2020-02-11,-0.0022824385132114156,-0.005477526916140785,-0.010461686664906544,-0.013510025307535867,-0.01681270222365505,-0.02040564593477945,-0.024486944772109
2020-02-12,-0.0016832335087193506,-0.004288377761682449,-0.00838071518779282,-0.010814501102971219,-0.013269547932522774,-0.012856559871624706,-0.024203237578900527
2020-02-13,-0.0017043485510906953,-0.004037741617800794,-0.007943239109154288,-0.010037949128033019,-0.012588703302621185,-0.015002490039840555,-0.02191061376382253
2020-02-14,-0.0026302346097446527,-0.005783296932138082,-0.011050071220300328,-0.01393767319115402,-0.017706466937314924,-0.01995663180610885,-0.022375641795440937
2020-02-17,-0.003114424051179232,-0.006345934527815844,-0.01209342100715649,-0.015053972743926836,-0.01872341658395349,-0.025200125424229225,-0.0225676585472957
2020-02-18,-0.004633055009671594,-0.009590761450585461,-0.018387054317043905,-0.02304052913430421,-0.02876509090339474,-0.029513888888888618,-0.023458975336487664
2020-02-19,-0.0028772445112901224,-0.006393983327037445,-0.012973188733455543,-0.01616807975021528,-0.020325670370409554,-0.018716223070680327,-0.021716156151216137
2020-02-20,-0.0014041241898248291,-0.0038122208279389724,-0.008196681114055582,-0.010294716254764968,-0.012603802072752357,-0.02236194112439127,-0.022043793619097918
2020-02-24,-0.007312304022127347,-0.01672182402511868,-0.03200585417050961,-0.04106274356961026,-0.05231217728744231,-0.04271110004426737,-0.0241141703563571
2020-02-25,-0.00771791864012672,-0.017638758256023346,-0.03378184353373059,-0.04336257611561667,-0.0546727163003653,-0.045259356094142,-0.0252566107009512
2020-02-26,-0.009471046454365029,-0.021342282150167757,-0.04056926965675567,-0.05204991373918666,-0.06564023882309666,-0.054924399623727305,-0.025611998279639447
2020-02-27,-0.010241032695978092,-0.02247510013357734,-0.04258429633669547,-0.05437030498270101,-0.06857308013541963,-0.05857991644532978,-0.02629572071753128
2020-02-28,-0.017826049903307606,-0.04037486475287744,-0.07522732498472728,-0.09724266908041113,-0.12393230574537928,-0.09350330160838138,-0.0318626067728377
2020-03-02,-0.020837668750380622,-0.046715703599576885,-0.08721483698933397,-0.11253614222693265,-0.14375737001232258,-0.09896640290689096,-0.02841386942668156
2020-03-03,-0.015002406840055937,-0.03460205132849259,-0.06550883964359966,-0.0846025820442654,-0.10794184305898735,-0.08473859192858191,-0.02841386942668156
2020-03-04,-0.015480345815015673,-0.035590214785493623,-0.0675080049766209,-0.08711686641239258,-0.11168134769484717,-0.08897223605577687,-0.02841386942668156
2020-03-05,-0.016100991868407855,-0.03663880973483047,-0.06994233304176112,-0.08995789316587466,-0.1150120854472988,-0.08737676608381295,-0.02841386942668156
2020-03-06,-0.020560620291121823,-0.04588287635825661,-0.0866895039058112,-0.111474398721786,-0.14304405990267144,-0.11001364910727462,-0.02841386942668156
2020-03-09,-0.029186484304434823,-0.06347181702049076,-0.11654087502637511,-0.15022170315582628,-0.19280801040610884,-0.15358473513353987,-0.02841386942668156
2020-03-11,-0.03263030085086793,-0.07053058938578871,-0.12989326533904777,-0.1671983454445175,-0.21505090692091555,-0.15302274697506257,-0.02841386942668156
2020-03-12,-0.04052391514260201,-0.0866641555184573,-0.15818054047629704,-0.20363602098098688,-0.2605113492806943,-0.2233392817618416,-0.02841386942668156
2020-03-13,-0.034800979316284564,-0.07534159850169309,-0.13714224634741312,-0.17704591726477037,-0.22551690683468217,-0.19377409344105057,-0.02841386942668156
2020-03-16,-0.04203686963471254,-0.09062583036354133,-0.16526212479531677,-0.21315051595292878,-0.27231795463356123,-0.25482214659879,-0.02841386942668156
2020-03-17,-0.04244276459702401,-0.09150830749776395,-0.1671755363019901,-0.21554553517462283,-0.27568960516520935,-0.27348418824701193,-0.02841386942668156
2020-03-18,-0.04221199085936578,-0.0931952227030427,-0.17200184488223336,-0.2222849972296681,-0.28446990812836626,-0.3138545355614578,-0.02841386942668156
2020-03-19,-0.0464783653898162,-0.10103242912015864,-0.1856867691191717,-0.23950751024775774,-0.3058619130433605,-0.3301723660911908,-0.02841386942668156
2020-03-20,-0.040017285077159515,-0.08949883230107969,-0.16620042624537512,-0.21500032105802502,-0.2744433430193537,-0.2911029493138556,-0.02841386942668156
2020-03-23,-0.048351026497728045,-0.10736700854106151,-0.19863432491304844,-0.25691311943487816,-0.3277663733337026,-0.38265399051940385,-0.02841386942668156
2020-03-24,-0.047558584095261924,-0.10632393217330893,-0.1971366324512137,-0.25516652784565996,-0.32571037884611076,-0.3669333084329349,-0.02841386942668156
2020-03-25,-0.045261922401997334,-0.10143668263296035,-0.18756252258708328,-0.24302016673775195,-0.30990595857909053,-0.3249968874501993,-0.02841386942668156
2020-03-26,-0.044361843532814915,-0.10014184386274849,-0.18606431152421588,-0.2411379481619197,-0.30781729049378526,-0.2986877720599085,-0.02841386942668156
2020-03-27,-0.04572840472734918,-0.10330342061139952,-0.19207941407405038,-0.24892828670035272,-0.3179112123069433,-0.2971620462594068,-0.02874217420971903
2020-03-30,-0.04824505777398791,-0.1089825581293401,-0.20306617265550087,-0.263003208571865,-0.3367910755120591,-0.32793363582706203,-0.03157133311600824
2020-03-31,-0.043805764544216474,-0.10032316113839035,-0.18824957611154736,-0.2443845820462709,-0.3132529721647884,-0.3022320440460381,-0.02577900843548664
2020-04-01,-0.04677139587173451,-0.10748713648335684,-0.19927677349395256,-0.2583233031547847,-0.33032347472953527,-0.3301475809724067,-0.03277542209423978
2020-04-03,-0.04729549882015205,-0.1097538248323836,-0.20451669118719573,-0.265112832906633,-0.3395663732162243,-0.34394251696916034,-0.03625281837715799
2020-04-07,-0.04099197479267214,-0.09726874616525671,-0.18190936336982122,-0.23665126374290668,-0.3036537819014743,-0.28645256935222074,-0.016477535392655174
2020-04-08,-0.04065342192341714,-0.09643928004018809,-0.18122600201847772,-0.23544469956845337,-0.30205261171670394,-0.2899783965987901,-0.017937603360603238
2020-04-09,-0.03572777426565554,-0.08499545829850264,-0.16253716694803388,-0.21144339284570413,-0.27200989500735284,-0.2605060083739117,-0.014169160983238838
2020-04-13,-0.034496516871202476,-0.08216729869430506,-0.15734081956624568,-0.20476615659741904,-0.26404609709506655,-0.2700892033716984,-0.013747305789171271
2020-04-15,-0.03502507602762617,-0.08433548899707721,-0.1596420731824898,-0.20762385990886145,-0.267252489437412,-0.2756491395528995,-0.011078152737843405
2020-04-16,-0.0330193291150358,-0.08021947738521695,-0.15194224982146431,-0.19756397431729766,-0.25457168623740334,-0.27017451029216466,-0.012988952247830587
2020-04-17,-0.03133065131253754,-0.07668527830892324,-0.14582299527489728,-0.189815884034658,-0.2448744370338456,-0.2479405295484728,-0.01384300700566965
2020-04-20,-0.033510361578869774,-0.08106875043313788,-0.15457953195520713,-0.20106441860196866,-0.2591232054437973,-0.2483393970414638,-0.017664563137663403
2020-04-21,-0.03879342636581806,-0.09206888339177244,-0.17365960717211404,-0.2250666984374493,-0.2895312689602557,-0.2710921360852885,-0.018521532906345506
2020-04-22,-0.03901763615410325,-0.09171264406426849,-0.1728562344155128,-0.22419621732535278,-0.2884199551257718,-0.2543869660247897,-0.014092442233583302
2020-04-23,-0.03609244904220432,-0.08464341994265356,-0.16249268650577509,-0.2111952789163586,-0.2726533717741457,-0.24411324608971519,-0.013512717229068771
2020-04-24,-0.03745518689178051,-0.08751914911199354,-0.1683544310677616,-0.2185096785787669,-0.28161533221373614,-0.25705799487236236,-0.014927535211499587
2020-04-27,-0.03450382698034793,-0.080769422739151,-0.15803267104592322,-0.20569228650718008,-0.2660249573162291,-0.24667706488859376,-0.010134148685019162
2020-04-28,-0.033888314108405315,-0.07968478720030114,-0.15665232988195843,-0.20424536632486334,-0.2643752002512738,-0.23867665910432334,-0.012157039731824915
2020-04-29,-0.030891322319781755,-0.0734458247075842,-0.14543626148954414,-0.1900405175284069,-0.24652816533195587,-0.2245998644311642,-0.012572635561337697
2020-04-30,-0.02303200075563505,-0.0575419794440446,-0.11837519653548656,-0.15541321893559223,-0.2032186885537789,-0.19971848716246132,-0.009014912499134442
2020-05-04,-0.029760265023450416,-0.0724130262461885,-0.14567394559725444,-0.1908055859832204,-0.24835690571943148,-0.24568911852589648,-0.01275956933404987
2020-05-05,-0.02947932680609222,-0.0727681270326006,-0.14662272881167393,-0.19213648864770272,-0.24991605098092873,-0.25275806496237274,-0.016516426095917636
2020-05-06,-0.027814583837621143,-0.07054762929072134,-0.14247597752636232,-0.18650005005772452,-0.24245439427428472,-0.24745520233879292,-0.004200074692378153
2020-05-07,-0.030285660267372227,-0.07516102557121984,-0.14916639542849586,-0.1951497871342952,-0.2526338535383431,-0.2532871984285081,-0.012563711404274258
2020-05-08,-0.02948620750513109,-0.07411696423324254,-0.14820920492557332,-0.19377361606212196,-0.25156240849800715,-0.24903280396930783,-0.016045115942393218
2020-05-11,-0.02582985928401227,-0.06664401333341874,-0.13682098680007315,-0.17887673830266015,-0.23354961209698644,-0.2500282435074517,0.0
2020-05-12,-0.02519657383440832,-0.06385495262555418,-0.13194447947642718,-0.17167858809738712,-0.22383058326377814,-0.2534900905636711,0.0
2020-05-13,-0.020884248238636993,-0.055000949494404594,-0.11849363000208768,-0.15422614852882643,-0.20340221374463852,-0.2383141046923417,0.0
2020-05-14,-0.026938899618129453,-0.06626602297981099,-0.1371975267056833,-0.17880017816160665,-0.2318562667858266,-0.25785803545078945,-0.02381883718548028
2020-05-15,-0.02552291888120095,-0.06293443012814437,-0.13135583503430104,-0.17099209671573512,-0.221833892545106,-0.2583393278736904,-0.023493625647276972
2020-05-18,-0.030499772202364883,-0.07278570730730571,-0.14695451447805452,-0.19122483723080752,-0.24589502205553027,-0.283792492068762,-0.05547634194306206
2020-05-19,-0.030078647630986444,-0.07435715644496654,-0.14906159817010323,-0.19430245603191332,-0.2504576068824139,-0.2792591209237125,-0.04232701264719563
2020-05-20,-0.02463542099299465,-0.06406655045652077,-0.13250140855734227,-0.17286570531468626,-0.22459871911596496,-0.2640433635827062,-0.025101194728842313
2020-05-21,-0.02172049960218736,-0.0574647773835405,-0.12109741301783405,-0.15818068727565293,-0.2068730308183182,-0.26082014534454767,-0.012385012248489202
2020-05-22,-0.022271542958576807,-0.05744613500075635,-0.12326274749314015,-0.16100438484417234,-0.21121277533811034,-0.26626019071860707,-0.017781347434002392
2020-05-26,-0.020364762274310166,-0.055051668574147894,-0.11856967700136645,-0.15517955389878646,-0.20461584722768122,-0.26708732200826324,-0.017005028944924727
2020-05-27,-0.013623413753732105,-0.04163988537986785,-0.09748187327357571,-0.1276979391902887,-0.17209040967785016,-0.24388153404898927,0.0
2020-05-28,-0.007067275311579024,-0.029157377068088075,-0.07697493885010098,-0.10061484949138622,-0.13878453816981262,-0.22966409823668288,0.0
2020-05-29,-0.0021527836057676497,-0.018463662000707703,-0.06194139830274559,-0.08129495711990442,-0.12326175658175709,-0.22166369245241258,0.0
2020-06-01,0.0,-0.010224939915549514,-0.04823687582961933,-0.06313688061286427,-0.10457105155566881,-0.20168861590674336,0.0
2020-06-02,0.0,-0.005263168359372905,-0.040024145153987334,-0.05611350568830986,-0.09713349872159371,-0.18926377822045148,0.0
2020-06-03,0.0,-0.0042691786076999305,-0.038491439499693025,-0.055968018857478485,-0.09562099858150286,-0.18243980098126011,0.0
2020-06-04,0.0,-0.00022005540349889774,-0.03166962097839798,-0.04630361049347176,-0.08383182396704891,-0.1850773987383798,0.0
2020-06-05,0.0,0.0,-0.012427104123737154,-0.025183821321132838,-0.06024747276862574,-0.17589191843736163,0.0
2020-06-08,-7.655952060048321e-05,-0.0009623689549156378,-0.01552381743501885,-0.028549369216117615,-0.06520425558902088,-0.17383705917072445,-0.005979223278755996
2020-06-09,-0.002578850027620483,-0.006240461970314581,-0.02416567021927285,-0.03944573682534591,-0.07372099240614927,-0.18365311900545966,-0.015403537043901738
2020-06-10,-0.0020696994998503637,-0.0046017744204993605,-0.021284975470170164,-0.03741683922672501,-0.07411397748862003,-0.1780038411170134,-0.016104460346094807
2020-06-11,-0.005785264455253736,-0.012984485401091095,-0.03573129018276855,-0.05273302304526717,-0.09261170368591576,-0.19536379943190207,-0.038676104804789
2020-06-12,-0.0040546901359056475,-0.008899725422513272,-0.028101164834839487,-0.04578029633270886,-0.08307194696392795,-0.18960212391176035,-0.024466457723978263
2020-06-15,-0.0074374372344915285,-0.01633250939249198,-0.040521909919241206,-0.059432540359468544,-0.09766453910974271,-0.20253765032462734,-0.04056538179755109
2020-06-16,-0.003722844314292262,-0.009030922620832493,-0.02814110755459054,-0.04473670064775437,-0.0833730588983701,-0.1943896866238748,-0.03466228386920278
2020-06-17,-0.0038081069848879823,-0.009196919858913355,-0.02906003426116488,-0.049567093127637074,-0.09102303052516036,-0.19705725708278,-0.03583300463425454
2020-06-18,0.0,0.0,-0.006540399997533419,-0.0230281337663244,-0.06154702306386384,-0.1799503375387339,-0.020615860222761073
2020-06-19,0.0,0.0,-0.002199007669469677,-0.019868987824485984,-0.06016936624985647,-0.167342781651173,-0.014020963784202145
2020-06-22,0.0,0.0,0.0,-0.007069990825930184,-0.04564218918725449,-0.16191311144311638,-0.005992307597502133
2020-06-23,0.0,0.0,0.0,0.0,-0.03299440908229645,-0.1489274383945699,0.0
2020-06-24,-0.002662557868733151,-0.005545395056036795,-0.009570952240442021,-0.012036236961106894,-0.0432035864051018,-0.16239440386601744,-0.010768013808941435
2020-06-25,-0.0027758087064315706,-0.004219938486434982,-0.008724894239685255,-0.011387942660349037,-0.048147036768865115,-0.1637264599011362,-0.015331236969298612
2020-06-26,-0.002911233464477858,-0.003625299563628892,-0.007211236061687276,-0.009698893430571065,-0.04622801730886239,-0.15608053895529006,-0.012067678238089852
2020-06-29,-0.0024165675652183527,-0.0054984011761893825,-0.011475009071838849,-0.01522561685290158,-0.053296595902804444,-0.16181570016231372,-0.01601871902031493
2020-06-30,-0.002714458084228877,-0.005630043275985708,-0.01158373914664057,-0.015572977526146836,-0.05321969662354065,-0.16265608860852887,-0.020325333829199654
2020-07-01,-0.001056900523960791,-0.0025046144057101483,-0.005847128337507668,-0.00790354893751366,-0.04430946332134478,-0.15225440829275494,-0.008597737093376856
2020-07-02,0.0,0.0,0.0,0.0,-0.03339579697692163,-0.14197031319167774,-0.0017297842449299772
2020-07-03,0.0,-0.00021631769171492898,-0.001154321817522841,-0.0013791454060156916,-0.035465851772209844,-0.13744385882396337,0.0
2020-07-06,0.0,0.0,0.0,0.0,-0.007368917138252384,-0.12469450900103296,0.0
2020-07-07,-7.324910300954279e-05,-0.003422252832030015,-0.005723515612543029,-0.007644988354834292,-0.017307232088657587,-0.12176640659583893,0.0
2020-07-08,-0.00032050968455055173,-0.0017382628598042738,-0.0024270497031676497,-0.003084493881615802,-0.010979545022297033,-0.1294031051719049,-0.00875563378485622
2020-07-09,0.0,0.0,0.0,0.0,0.0,-0.11994441216615015,-0.00021709336945852087
2020-07-10,0.0,-0.0016379825001036075,-0.00341525122740316,-0.004398614967033643,-0.0061468153390976665,-0.12363681846687324,-0.0035279044218599065
2020-07-13,0.0,0.0,0.0,0.0,0.0,-0.12075713350302497,-0.00267242332866624
2020-07-14,-0.001127279543805093,-0.006842824494516564,-0.011664062974198974,-0.015216482737845372,-0.01883517634529497,-0.13665765180020661,-0.019279818131219595
2020-07-15,-0.0008881901249433444,-0.005383830580967586,-0.009185080071513751,-0.012052279577702718,-0.014830722391360185,-0.13577633908809206,-0.022868665061230753
2020-07-16,-0.0006251229413519743,-0.005019216505611213,-0.007983931736478489,-0.010533616075930952,-0.012418469758376016,-0.12571992124096198,-0.0179673728477443
2020-07-17,0.0,-0.0024267615606289317,-0.004097776161018141,-0.005518868954798695,-0.006009226800367196,-0.11255210638925772,-0.0033930900301578637
2020-07-20,0.0,-0.0023209573455404975,-0.004078263228677992,-0.0056491808174674585,-0.0062453646354704295,-0.10274642172052528,0.0
2020-07-21,0.0,0.0,0.0,0.0,0.0,-0.0913423850892725,0.0
2020-07-22,0.0,0.0,-0.0003368763408168052,-0.0002825163735458158,-0.0011684157912955628,-0.09375749317544624,-0.003783781179706902
2020-07-23,0.0,0.0,0.0,0.0,0.0,-0.08690008484580192,0.0
2020-07-24,0.0,-0.003256702102046871,-0.006457354321435349,-0.008308922112317818,-0.010890385693065108,-0.08863389036446812,-0.0061120190137216035
2020-07-27,0.0,-0.002327880439630059,-0.004596792716475062,-0.006320160663668362,-0.00828505461655027,-0.09370677014165563,-0.016255292484619432
2020-07-28,0.0,0.0,0.0,0.0,0.0,-0.0799706267522502,-0.0016124811392732585
2020-07-29,0.0,0.0,0.0,0.0,0.0,-0.08789667718016825,-0.004456427585864842
2020-07-30,0.0,-0.0010562289161948346,-0.0023911997768398807,-0.002897722219990184,-0.004006897007901689,-0.0958665338645418,-0.013257178104955858
2020-07-31,-0.00015843241443702638,0.0,0.0,0.0,0.0,-0.09820555740002945,-0.013909072823975022
2020-08-03,0.0,0.0,0.0,0.0,0.0,-0.11298209938025672,-0.020288261928391393
2020-08-04,0.0,0.0,0.0,0.0,0.0,-0.09639566733067728,-0.011334852524119254
2020-08-05,0.0,0.0,0.0,0.0,0.0,-0.09564923177659723,-0.0029462601606145
2020-08-06,0.0,0.0,0.0,0.0,0.0,-0.08738771764792674,0.0
2020-08-07,0.0,0.0,0.0,0.0,0.0,-0.08625624815552602,-0.00023868220579448263
2020-08-10,0.0,0.0,0.0,0.0,0.0,-0.0816842583370222,0.0
2020-08-11,0.0,0.0,0.0,0.0,0.0,-0.07741775951748564,-0.0007357915396730697
2020-08-12,-9.835452337114692e-05,-0.0014802414900980665,-0.002809192856110254,-0.0035530092120124035,-0.004507251587591021,-0.07856825014755797,0.0
2020-08-13,0.0,0.0,0.0,0.0,0.0,-0.07881610133539918,-6.9838056036442e-05
2020-08-14,0.0,0.0,0.0,0.0,0.0,-0.08876242714327875,-0.004858987692357042
2020-08-17,0.0,0.0,0.0,0.0,0.0,-0.08316444868673456,0.0
2020-08-18,0.0,0.0,0.0,0.0,0.0,-0.07189183082484873,0.0
2020-08-19,0.0,0.0,0.0,0.0,0.0,-0.06993034805223552,0.0
2020-08-20,-0.00010335427532781605,0.0,0.0,0.0,0.0,-0.0777710915596872,-0.0033070809111321875
2020-08-21,0.0,0.0,0.0,0.0,0.0,-0.07293050022133685,-0.001746645386687673
2020-08-24,0.0,0.0,0.0,0.0,0.0,-0.0651963903644679,-0.002088186034037376
2020-08-25,0.0,-0.0012819536890353866,-0.00245432500163989,-0.0030439723468251856,-0.004023889504807809,-0.06472489670945847,-0.0033570291919046147
2020-08-26,0.0,0.0,0.0,0.0,0.0,-0.05819949369189903,-0.001357090383225401
2020-08-27,0.0,0.0,0.0,0.0,0.0,-0.05741155747380855,0.0
2020-08-28,-0.00019665236381527507,-0.0006543707073162208,-0.0013685422051433749,-0.001706610263239039,-0.0022537165213730725,-0.05021061586985409,-0.0007019915929660225
2020-08-31,-0.008374471739177825,-0.004495246354774052,-0.008887104455388317,-0.010965761889229597,-0.013870796010642561,-0.07141860797550537,-0.03809250917053575
2020-09-01,-0.004215823011798903,-0.0007267406262592147,-0.002067078779183662,-0.002870612692617791,-0.003386763905162238,-0.06467071528700008,-0.021850536906319884
2020-09-02,-0.0026742645445617663,0.0,0.0,0.0,0.0,-0.059193204035709046,-0.01493517525884569
2020-09-03,-0.0018217451876659796,-0.0007011385107161816,-0.0012914946489664958,-0.0017165086319612666,-0.0018032526103480828,-0.059779977312970356,-0.008906147716392865
2020-09-04,-0.00517535176372963,-0.009898423605871676,-0.016091633936704985,-0.02161720121752908,-0.027437053859017402,-0.07556867437656778,-0.029877790656572367
2020-09-07,-0.005131078834022196,-0.00845580225734266,-0.014348115958880192,-0.018770208099679664,-0.023863612505012344,-0.07384005644090297,-0.032861595066164484
2020-09-08,-0.006577378712279813,-0.016001647888799653,-0.027241377427884794,-0.035605673805401805,-0.04566113082993539,-0.07691744595691308,-0.048188461497249535
2020-09-09,-0.00625453477564164,-0.016347354816698245,-0.027615825231614655,-0.03705362499069542,-0.046994309310277815,-0.08012683064040138,-0.048600930334618764
2020-09-10,-0.004000310749325053,-0.012899084278405026,-0.022381094882868324,-0.029017404227913435,-0.037002850440769786,-0.06615205843293492,-0.04155423996449281
2020-09-11,-0.0022279566143873497,-0.009276801232360854,-0.016262492551510577,-0.02090708058666857,-0.026821910765904344,-0.06491395528995125,-0.0379193246767453
2020-09-14,-0.0030206855186558634,-0.0135151462517481,-0.02301722616001234,-0.03045126752922478,-0.03849072171851442,-0.066861028109783,-0.04076045011079632
2020-09-15,-0.0001407218893880735,-0.005879746237890671,-0.010862017098431376,-0.013675784942627223,-0.01773812942512809,-0.06019210196252023,-0.034721720229198505
2020-09-16,0.0,-0.0021306823281646015,-0.004320013635521147,-0.005463507303397397,-0.007432069776652672,-0.05344190368156998,-0.02965678316790965
2020-09-17,-0.000820619427593372,-0.007112966185316205,-0.013012071047433293,-0.016655985842303322,-0.021418877592181085,-0.060656678840194767,-0.03889519108057948
2020-09-18,-6.615626306816225e-05,-0.0062473548571356785,-0.011231506021548876,-0.014306612311914435,-0.018726482943495326,-0.061566235059761,-0.034013813779615654
2020-09-21,-0.008175570156497836,-0.028538337628030264,-0.04979259452908513,-0.06554589189226678,-0.0830921829632495,-0.0823171434631843,-0.07405735823967297
2020-09-22,-0.008134169128328317,-0.03337753691750167,-0.05832468236537447,-0.07691234747819942,-0.09684180565624823,-0.09022071436476309,-0.08237797221921606
2020-09-23,-0.00892171513022133,-0.03565922410267752,-0.06292814684114556,-0.08253245835056788,-0.10456947543457351,-0.09200178452855245,-0.08909042534553613
2020-09-24,-0.02243659219976324,-0.06119003790671518,-0.10624050670466811,-0.13793159363520047,-0.1723229865904996,-0.1186152381215877,-0.12547703050274706
2020-09-25,-0.013826895347508583,-0.04543297608536123,-0.08774184453735501,-0.1169508365180737,-0.1526430453635993,-0.09865572432492242,-0.10264033123531591
2020-09-28,-0.005194822727259796,-0.026837836889162636,-0.06379310902711088,-0.09285194203693503,-0.1323453500135987,-0.08419331931533114,-0.10248543157533196
2020-09-29,-0.004851769861960675,-0.025731048008312385,-0.06070460891893714,-0.08598297362871021,-0.12087532229235731,-0.08461293714032758,-0.10288606440696191
2020-09-30,-0.005459877078274555,-0.027472846860352784,-0.0632790604547917,-0.08827593804869005,-0.12499785686396359,-0.08256326545669179,-0.10197685167187176
2020-10-01,-0.0019246376516676156,-0.01987048220065135,-0.05506279539210668,-0.08380036401628144,-0.11951094048760091,-0.068745849933599,-0.10218177361770209
2020-10-05,0.0,-0.013263683113470148,-0.04370275942360169,-0.07459657582835288,-0.10705063290683758,-0.06169765382912795,-0.10176534365360934
2020-10-06,0.0,-0.009068760158090106,-0.03733328052357343,-0.06797135633470563,-0.10946799895018111,-0.04872581433525158,-0.10196719590174697
2020-10-07,-0.0010441778783298883,-0.013555893956243348,-0.04390455716562103,-0.0771632654037373,-0.11852498408892509,-0.042489763169544004,-0.10224408452908373
2020-10-08,0.0,-0.010165528401938406,-0.038883697774236614,-0.07382575003323621,-0.11444310320384554,-0.034678415965766485,-0.10145905480752193
2020-10-09,-7.658748268291049e-05,-0.014018482239190666,-0.04463488019431505,-0.07989133232741874,-0.1218967359328954,-0.028186444038660108,-0.10182238885416994
2020-10-12,-5.381487749178682e-05,-0.012735319371902865,-0.0435805936945427,-0.0777850374311051,-0.11649818134680257,-0.026818651320643427,-0.10122999638680907
2020-10-13,-0.0005883245849576113,-0.014481205721708412,-0.04501159913162045,-0.08151115232430273,-0.12010841291384922,-0.026528723070680216,-0.10168416394511914
