cycle_id,symbol,assign_date,put_strike,assign_fsp,assignment_gap_pct,drawdown_while_held_pct,status,duration_days,total_pnl
3,ONGC,2020-01-30,120.0,115.6,-0.036666666666666736,-0.4809688581314878,residual_after_call_away,541,150229.57792821765
161,BHARTIARTL,2021-12-30,700.0,679.35,-0.02949999999999997,-0.03775667917862657,residual_after_call_away,123,570175.7704644765
130,MARUTI,2021-07-29,7200.0,6993.5,-0.028680555555555598,-0.05503681990419673,completed,94,141485.184988954
270,HEROMOTOCO,2023-08-31,3000.0,2915.95,-0.02801666666666669,0.00392667912687128,completed,122,1117600.4311229105
134,HDFCLIFE,2021-07-29,680.0,662.65,-0.02551470588235294,-0.3037048215498378,completed,885,886752.1246488263
288,HINDALCO,2024-01-25,580.0,567.2,-0.022068965517241246,-0.11168899858956283,completed,118,709587.1753658385
429,RELIANCE,2025-07-31,1420.0,1390.2,-0.020985915492957696,-0.026111350884764795,completed,123,38957.0358891924
339,AXISBANK,2024-07-25,1200.0,1175.9,-0.02008333333333323,-0.04235054001190597,completed,87,650009.0309778126
299,JSWSTEEL,2024-01-25,830.0,815.7,-0.0172289156626505,-0.0429692288831679,completed,118,1470159.1435899239
198,COALINDIA,2022-09-29,217.5,213.9,-0.016551724137931045,-0.007713884992987419,completed,59,198164.45043280002
386,NTPC,2024-10-31,415.0,408.15,-0.016506024096385574,-0.26938625505328917,open,638,-179164.70007453518
274,CIPLA,2023-09-28,1180.0,1164.05,-0.013516949152542423,-0.011339719084231814,completed,143,1131181.8245729285
436,HINDALCO,2025-11-25,800.0,789.35,-0.01331249999999995,0.014505605878254224,completed,62,282125.06410917436
382,ULTRACEMCO,2024-10-31,11200.0,11065.65,-0.011995535714285799,,cash_settlement_forced_sale,31,-142540.9869275192
159,ICICIBANK,2021-11-25,760.0,751.05,-0.01177631578947369,-0.05525597496837764,completed,87,374455.015928456
126,M&M,2021-06-24,800.0,791.8,-0.010250000000000092,-0.07969184137408425,completed,150,1211988.45910913
320,BAJAJ-AUTO,2024-04-25,8800.0,8734.9,-0.007397727272727361,-0.006525546943868865,residual_after_call_away,149,2322837.308845523
444,JSWSTEEL,2025-11-25,1120.0,1112.0,-0.0071428571428571175,-0.029406474820143913,completed,90,1012098.5282944811
215,HCLTECH,2022-12-29,1050.0,1044.45,-0.005285714285714227,-0.011154195988319349,completed,57,473312.26490072085
327,DRREDDY,2024-05-30,5900.0,5873.75,-0.004449152542372881,-0.02433709299851028,completed,59,687786.843453625
213,CIPLA,2022-11-24,1100.0,1095.35,-0.004227272727272857,-0.2127173962660336,completed,268,281412.4890520729
398,BRITANNIA,2025-02-27,4800.0,4782.8,-0.0035833333333332718,-0.04340553650581258,universe_removal_sale,60,16213.348403829365
298,M&M,2024-01-25,1640.0,1635.5,-0.002743902439024337,-0.009263222256190806,completed,62,715867.7489900787
131,TCS,2021-07-29,3200.0,3195.8,-0.0013124999999999387,-0.00887101821140257,completed,59,523009.4868918399
